Station_Name,Longitude,Latitude,Street_Address
DOUBLETREEHOTEL DC FAST CHARGER,-73.862829,41.061411,455 S Broadway
RIVERHEAD RIVER 2 #2,-72.712569,40.919681,1947 Old Country Road
SHINEMAN SOUTH SHINEMAN 01GW,-76.537791,43.454505,309 Washington Blvd SUNY Oswego PERMIT REQUIR
STOP SHOP HAMPTON BAY 01,-72.539078,40.875588,194 W Montauk Hwy
STONY BROOK UNV ESS,-73.125742,40.914369,Campus Dr
DEER PARK TANGER EV 4,-73.30568,40.762409,152 The Arches Cir
PANYNJ LGA E GARAGE C1,-73.865683,40.77033,East Garage E End Rd LaGuardia Airport
EDISONPARKFAST LOC # 75,-73.990464,40.69092,92 Livingston St
EDISONPARKFAST LOC #250 #2,-73.995971,40.754611,451 Ninth Ave
MASSENA_EV MUNI PARKING,-74.893984,44.931757,21-25 Andrews St
TUCKAHOE#1 STATION#1,-73.819575,40.958404,44 Crescent Pl
BMW CAR SHARING THE SOLAIRE ST1,-74.016194,40.716305,20 River Terrace
HABBERSTAD BMW HUNTINGTON 01,-73.374542,40.835827,959 E Jericho Turnpike
BMW MANHATTAN FAST CHARGER 01,-73.990655,40.770411,555 W 57th St
DORSCHEL VW VW_408149,-77.644172,43.077718,3817 W Henrietta Rd
MAGUIRE VW VW_408158_A,-76.517437,42.422426,370 Elmira Rd
BASIL VW VW_408303_A,-78.695547,43.122587,6179 S Transit Rd
SCHENECTADY LIBERTY-YATES,-73.940711,42.815406,17 Broadway
LEGEND VW VW_408126_A,-73.415823,40.671178,158 Merrick Rd
RIVERHEAD BAY VW_408150_A,-72.692471,40.925695,1521 Old Country Rd
NYE VW OF ROME. VW_408216_A,-75.498111,43.232646,5865 Rome-Taberg Rd
NORTHTOWN VW VW_408152_A,-78.795872,42.981621,1135 Millersport Hwy
TOWNE AVW STATION 1,-78.687331,42.939898,5255 Genesee street
HUDSON VALLEY VW_408151_A,-73.906339,41.566517,1148 Old Rte 9
VWOFHUNTINGTON VW_408382_A,-73.38057,40.834394,800-878 New York 25
SMITHTOWN VW VW_408353_A,-73.161838,40.858874,"536-540, NY-25"
COMPASS VW WV_408157_A,-74.42789,41.427106,200 Dolson Ave
MOHEGAN LAKE.VW VW_408376_A,-73.852224,41.324305,1744 E Main St
I-SQUARE MAIN LOT (EAST),-77.598396,43.209981,400 Bakers Park
GAULT BMW STATION 01,-76.035088,42.107059,2311 North St
BMW WESTCHER STATION 01,-73.802255,41.043314,525 Tarrytown Rd
LASH VW VW_408340_A,-73.796297,41.043001,376 Tarrytown Rd
BURDICK BMW STATION 01,-76.11301,43.152611,5947 E Circle Dr
MAMARONECK BMW STATION 01,-73.735108,40.946568,282-300 W Boston Post Rd
O. C. BMW STATION 01,-74.139157,41.314906,101 Maher Ln
BMWHV STATION 01,-73.914444,41.63092,2068 South Rd
KEELER STATION 01,-73.814216,42.766981,1111 Troy-Schenectady Road
COLGATE LALLY LANE 1,-75.539265,42.817555,Lally Ln
TOWNE BMW SERVICEDRIVE OS,-78.687654,42.964084,8215 Main St
WIDE WORLD BMW STATION 01,-74.035853,41.107051,114 NY-59
BMW FREEPORT STATION 02,-73.596005,40.655617,291 W Sunrise Hwy
BMW FREEPORT STATION 01,-73.569134,40.654208,100 Cleveland Ave
BMW S. ALBANY STATION 01,-73.797298,42.588972,521-641 US-9W
TOWNE BMW DUAL CHARGER,-78.688047,42.964139,8195 Main St
BMW SOUTHAMPTON STATION 01,-72.372788,40.899092,759 County Rd 39A
BMW OYSTER BAY STATION 01,-73.534565,40.857858,143-145 NY-106
STONY BROOK UNV ARENA 1,-73.12728,40.917249,Gymnasium Rd
STONY BROOK UNV LAKE DRIVE,-73.121521,40.911831,Lake Dr
STONY BROOK UNV LIFE SCIENCES,-73.119738,40.910667,Circle Rd
STONY BROOK UNV TABLER,-73.125004,40.909578,Tabler Dr
STONY BROOK UNV STADIUM,-73.123368,40.918106,Stadium Road Lot
COMPETITION BMW BMW- PUBLIC,-73.158271,40.860511,599 Jericho Turnpike
HABBERSTAD BMW BAY SHORE 01,-73.283143,40.726925,596 Sunrise Hwy
ULSTER COUNTY HUTTON BUILDING,-74.019577,41.916897,238 Golden Hill Ln
ULSTER COUNTY PUBLIC WORKS,-74.028244,41.935971,317 Shamrock Lane
ULSTER COUNTY UCLEC 1,-74.014656,41.913018,380 Boulevard
EAST HAMPTON TH EH AIRPORT,-72.247936,40.961178,200 Daniels Hole Rd
MAIN LOT EV 1,-73.874532,41.015691,112 Main St
TAPPS KEY FOOD,-73.934605,40.601595,2213 Gerritsen Ave
ULSTER COUNTY SUNY EXTENSION,-73.998496,41.92361,124 Marys Ave
MP 102 LLC MP 102 LLC,-73.952039,40.791267,1214 Fifth Avenue
TIME WARNER TIME WARNER,-73.928738,42.769329,1021 Highbridge Rd
HOLTSVILLE EAST,-73.03889,40.804298,12-40 Corporate Dr
NLH1 NLH 1,-74.330608,43.071773,99 E State Street
MONOLITH SOLAR MONOLITH SOLAR,-73.743328,42.641534,432 Washington St
VANDERBILTFG 125VFG,-73.477734,40.80221,125 Froehlich Farm Blvd
HOLIDAY INN J HOLIDAY INN 1,-74.360229,43.022409,308 N Comrie Ave
MORRISVILLE MORRISVILLE,-75.641567,42.896779,Chenango Rd
RXR REALTY RXR PLAZA,-73.58347,40.720249,340 RXR Plaza
CLARKSON UNVER OLD MAIN LOT 1,-74.98049,44.667642,"16A,16B Pierrepont Ave"
MONTEFIOREMOSES WAKEFIELD,-73.860525,40.894881,613 E 233rd St
MONTEFIOREMOSES MOSES,-73.880394,40.879718,111 E 210th St
MP 225 LLC NS1-100 JAY ST,-73.986824,40.70182,100 Jay St
MP 225 LLC NS1-225 RECTOR,-74.016154,40.709225,225 Rector Pl
ALBANESE ORG NS1-211NORTHEND,-74.016329,40.715102,211 North End Ave
BARD ALMNCT NS1-ALMNCT,-73.902037,42.023436,New York 9G
TAITEM NS1-CHARGEPOINT,-76.502064,42.438969,110 S Albany St
BEAM CHARGING MINETTA GARAGE,-74.000728,40.730485,122 W 3rd St
ATAHOUSING407 HAZEL TOWERS 1,-73.834633,40.846821,1734-1774 Mulford Ave
LAFAYETTE BOYNT LAF BOYNT 1,-73.877642,40.821451,901 Boynton Ave
BEAM CHARGING SEAGRAMS BLDG,-73.972211,40.758462,375 Park Ave
BEAM CHARGING 1081 3RD AVENUE,-73.96408,40.764341,1081 3rd Ave
EVPASS ONCT-12,-76.146606,43.044159,400-498 Harrison St
EVPASS DST SST-1,-76.170059,43.066471,577 Solar Street
EVPASS          CCT N-1,-76.174423,43.06802,9090 Carousel Center Drive
EVPASS FYTCT-2,-76.018288,43.033478,599 Towne Dr
EVPASS R FTS-2,-75.456924,43.211449,135 North James Street
EVPASS          HILL-1,-76.149033,43.048931,217 Montgomery Street
EVPASS R JFKA-1,-75.463188,43.218845,506 West Embargo Street
EVPASS          R FF-1,-75.44696,43.223629,150 East Locust St
ATA HOUSING BOYLAN ST. 2,-73.913132,40.675072,249 Thomas S Boyland St
MP 102 LLC MP GARDEN,-73.883186,40.867165,401 Bedford Park Blvd
CARCHARGING GMC 225 W 49 #1,-73.985273,40.761376,225 W 49th St
"HHPR, LLC 240 HIGH STREET",-77.437792,43.026756,2-234 High Street Extension
BEMC SUNSET BEACH,-78.507535,33.870296,401-419 State Rd 1172
BUTLERRURALELEC BREC_HDQ,-84.68472,39.45326,3888 Stillwell Beckett Rd
OTTO'S BMW-MINI DC FAST CHARGER,-75.568565,39.908325,1275 Wilmington Pike
INDIGO STATION IS STATION 2,-79.83699,32.829424,1800 Indigo Market Dr
7SPC GREENEVILLE TA,-82.835075,36.32513,195 Van Hill Rd
DAL PARKING DAL GARAGE C6,-96.84762,32.843762,7816 Aviation Place
8611 MOPAC LLC MOPAC 1,-97.739942,30.373296,8611 Mopac Service Rd
DSMCUT EVSE05 FLOOR L3,-97.734566,30.275245,501-573 E 15th St
DSMCUT EVSE08 G LEVEL,-97.734584,30.275195,1305 Red River St
100 CONGRESS STATION 1,-97.744801,30.26396,100 Congress Ave
SAS SAMSUNG 3,-97.639722,30.377424,12100 samsung blvd
PIE AE CITY HALL STAT1,-97.746925,30.264942,400 W 2nd St
PIE AE PUBAMLI1,-97.748168,30.266182,W 3rd St
PIE AE PUBGABLESPRESS1,-97.759947,30.273141,1313 W 6th St
PIE AE RUTHERFORDCAMP1,-97.680658,30.337138,8301 Cameron Rd
PIE AE PUB ACC NRIDGE1,-97.705465,30.404194,Campus Dr
PIE AE TACARASR1,-97.886769,30.385777,4901 Ranch Rd 620 N
PIE AE PUBGABLES 5TH 1,-97.764758,30.274209,1611 W 5th St
PIE AE PUBACCSVSCTRST1,-97.665823,30.344088,9101 Tuscany Way
PIE AE PUBACCSOAUSTIN1,-97.796332,30.216019,5517 Manchaca Rd
PIE AE PUB ACC EVIEW1,-97.706104,30.268116,3401 Webberville Rd
PIE AE PUBACCHIGHLAND1,-97.712743,30.322654,5930 Middle Fiskville Rd
PIE AE PUB-CENTRALMKTN,-97.740767,30.308484,4001-4099 N Lamar Blvd
PIE AE HEB 6EA1,-97.721107,30.29923,1000 E 41st St
PIE AE PUB-HEBCONGRESS,-97.753858,30.238689,2400-2424 S Congress Ave
PIE AE PUBDENNYSNORTH1,-97.729639,30.276513,1601 Interstate 35 Frontage Road
PIE AE TLC STATION 1,-97.751993,30.258379,721 Barton Springs Rd
PIE AE PUBACCRIVERSID1,-97.705194,30.235093,1230-1290 Grove Blvd
PIE AE PUB UTANTONIO 2,-97.742539,30.288705,2420 San Antonio St
PIE AE PUB-CENTRALMKTS,-97.798438,30.232256,4465-4475 S Lamar Blvd
UNTHSC EV1 UNT STAT 1,-97.367891,32.74992,1049 Clifton St
PIE AE AUS AIRPORT DC2,-97.667628,30.210671,2901 Spirit of Texas Dr
FASTPARK AUS 2,-97.661946,30.218294,2300 Spirit of Texas Dr
SOUTHLAKE EAST GARAGE 01,-97.129078,32.944131,1451 Federal Way
STARBOARD PREMI STATION 1,-96.70443,33.044651,3409 Premier Dr
WINDSOR STATION 1,-96.817572,32.928767,13242-13260 Noel Rd
MODERA HALL ST1,-96.790059,32.79667,1810 N Hall St
PIE AE PUBGABLESPRESS2,-97.759986,30.273037,507 Pressler St
PIE AE PUBACCSVSCTRST2,-97.66223,30.338568,9101 Exchange Dr
ASH ASH 2 LVL 2,-96.763267,32.842011,4668 Amesbury Dr
HYATT PLACE HP STATION 3,-97.664586,30.210387,Presidential Blvd
ACC STATION STATION 3,-95.561168,29.783399,905 Town and Country Blvd
BF FLAT BF TRACT1 EV02,-96.785102,32.814486,2650 N Fitzhugh Ave
REGENT4010 STATION 2,-97.002811,32.923132,4010 Regent Blvd
GALLERIA OAKS GALLERIA OAKS 2,-97.946482,30.313186,3927 Ranch Rd 620 S
COA LOT J NW,-97.661026,30.207439,10137 Hotel Dr
STATION1-PP PP GARAGE,-97.768747,30.386783,8310 N Capital of Texas Hwy
EIGHTEEN25 BUFFALO SPDWY 1,-95.423977,29.669549,18383 Buffalo Speedway
BROOKFIELD PROP 333 CLAY B2,-95.371938,29.757349,333 Clay St
MEDICAL CITY E MCD GARAGE E,-96.772926,32.912627,7777 Forest Lane
BURNET FLATS BURNET FLATS G1,-97.739251,30.330046,5453 Burnet Rd
ACC STATION STATION 2,-95.399133,29.78119,525 Yale St
THE PARK-GARAGE GARAGE P2 L2,-97.804622,30.246007,3711 S MoPac Expy
TOM THUMB 7TH STREET,-97.350892,32.752093,2400 W 7th St
MSOH GARAGE STATION 1,-98.475825,29.615224,1139 E Sonterra Blvd
TJC AUTOMOTIVE INSIDE,-95.338455,32.331909,1530 S SW Loop 323
BF FLAT BF STATION 1,-96.784779,32.814398,2630 N Fitzhugh Ave
EIGHTEEN25 SOUTHFORK 1,-95.389101,29.536707,3333 Southfork Pkwy
AVENIDA NORTH,-95.356306,29.754783,701 Avenida de Las Americas
AVENIDA SOUTH,-95.360517,29.750438,1710 Polk St
CELESTE CANTERA LV 3,-98.609438,29.591861,6107 Via La Cantera
BF FLAT BF 2 MANNET ST,-96.784119,32.813835,4909 Manett St
B AUSTIN STATION 1,-97.807047,30.206406,6700 Manchaca Rd
ENCINO STATIONS STATION 1,-97.845725,30.243726,5707 Southwest Pkwy
VICTORY PLACE STATION 2,-96.809079,32.79173,1701 Payne St
GARAGE STATIONS SPACE 474,-95.363362,29.763531,300 Milam St
FASTPARK HOBBY6,-95.259152,29.650629,8202 Hansen Rd
LADERA BEND GATED GARAGE 2,-97.80166,30.372159,7300 Ranch Rd 2222
ACC HAYS CAMPUS 2,-97.871109,30.027115,1200 Kohlers Crossing
RIDGE OFFICE THE RIDGE GW,-97.754534,30.350591,6805 Wood Hollow Dr
CPSE-SATX SOLEDAD STAT 1,-98.492839,29.431907,600 Soledad St
SEWELL BMW STATION 2,-97.061509,32.924886,1221 TX-114
DEVLOPER TRAMMELLCROW5,-97.748891,30.265885,San Antonio St 2nd street
DEVLOPER TRAMMELL CROW 6,-97.748953,30.265909,500 W 2nd St
ALEXAN ASHFORD CHARGER #1,-95.605207,29.782505,1200 N Dairy Ashford Rd
WHOLE FOODS MKT COLLEYVILLE S1,-97.155428,32.879086,4801 Colleyville Blvd
LANTANA HILLS LANTANA #1,-97.858798,30.247525,6601 Rialto Blvd
LADERA BEND BUILDING 3,-97.800887,30.371215,6585-6621 Jester Blvd
BRADY BRADY 2 PG BG,-96.805013,32.801969,2728 Cedar Spring Rd
MIRA VISTA STATION 1,-97.786972,30.269525,2705 Bee Cave Rd
BRADY BRADY 1 PG B2,-96.805087,32.802011,2728 Cedar Spring Rd
GARAGE 1 GARAGE ONE,-97.772285,30.211727,5010 S Congress Ave
MCKINNEY&OLIVE M&O STAT1,-96.804575,32.791369,2021 McKinney Ave
PIE AE PUBHARCON L2,-97.806478,30.373046,6601 Vaught Ranch Rd
PARK&ZOOM VALET #2,-97.657691,30.213452,2601 Cardinal Loop
THE MICHAEL THE MICHAEL,-97.785194,30.477233,13535 Lyndhurst St
PARK&ZOOM VALET #5,-97.661771,30.211668,9518 Hotel Dr
INT-BIO EV CHGR INTBIO EV CHGR1,-97.668908,30.33089,8206 Cross Park Dr
FOX HILL MAIN FOX HILL MAIN,-97.917332,30.235116,8800 w hwy 290
SOUTHLAKE WEST GARAGE 01,-97.130794,32.944438,351 State St
THE GROVE MAIN STATION 1,-97.782607,30.236473,3707 Manchaca Rd
RPP GARAGE GARAGE GW,-97.755248,30.429363,12455 Research Park Loop
ENDEAVOR REG NORDSTROM L2 #1,-97.719927,30.401517,11501 Alterra Pkwy
ENDEAVOR REG PALM WAY #1,-97.719927,30.403636,Palm Way
WESTERN BEST WESTERN 1,-98.461654,29.43984,2131 N PanAm Expy
BROOKFIELD PROP 1600 SMITH ST1,-95.372426,29.754579,1600 Smith St
ENDEAVOR REG NORDSTROM L2 #3,-97.719889,30.401619,Alterra Pkwy
GABLES MCKINNEY MCKINNEY STAT 2,-96.801699,32.795284,2500 McKinney Ave
ENDEAVOR REG RED GARAGE #2,-97.723231,30.402165,11501 Domain Dr
ENDEAVOR REG BLUE GARAGE #3,-97.722489,30.403779,11811 Domain Dr
PEARLAND II CYPRESS # 2,-95.731174,29.986229,27700 Northwest Fwy
120 ENTRANCE ACH MAIN,-97.741577,30.235856,Best Western PLUS Austin CIty Hotel 2200 S. I
BEXAR METRO STATION 1,-98.57901,29.582941,4700 Quarry Run
WHOLE FOODS MKT E RENNER STAT 1,-96.698855,32.997603,1411 E Renner Rd
NATIONAL INSTRU 19&20;,-97.72767,30.40854,11500 N Mopac Expy
BMW WOODLANDS STATION 1,-95.456535,30.198218,17830 N Fwy Service Rd
AMERICANAIRLINE HDQ1 STATION 2,-97.050286,32.827206,4333 Amon Carter Blvd
STATION 1 PLUM CREEK,-97.875423,30.025253,4300 Cromwell Dr
AMERICANAIRLINE SRO,-97.068629,32.832948,4700 American Blvd
AMERICANAIRLINE AAFLT,-97.062282,32.833517,4601 Highway 360
GAINESRANCH GAINES 1,-97.818364,30.244044,4424 Gaines Ranch Loop
AMBEROAKS-AE AMBER 1,-97.766435,30.470002,9001 Amberglen Blvd
PRESIDIUM VUE,-97.691302,30.333857,7607 Blessing Ave
HEB HEB LAKEWAY #1,-97.967673,30.344323,2000 Ranch Rd 620 S
CATHERINE CATHERINE 1,-97.747775,30.259096,300 Barton Springs Rd
CPSE-SATX NATLPARKSERVC01,-98.479229,29.36049,6727 San Jose Dr
ARPEGGIO STATION 1,-96.811243,32.788231,2425 Victory Ave
THE MEDVE GROUP BARTON HILLS,-97.773946,30.261911,1244-1298 Barton Hills Dr
THE MEDVE GROUP ARTS S AUSTIN,-97.770408,30.221064,400 W St Elmo Rd
LCPM GARAGE 1,-97.743433,30.306188,3800 N. Lamar Blvd
THE MEDVE GROUP TURTLE CREEK,-97.783736,30.204478,5946 S 1st St
ROSCOE PROPERTI THE CONNECTION,-97.726096,30.227456,4404 E Oltorf St
CEDARHILLS-AE CEDARHILL 1,-97.856428,30.189638,4100 W Slaughter Ln
ROSCOE PROPERTI MESH MAIN,-97.726259,30.240977,2100-2134 Elmont Dr
ROSCOE PROPERTI TRIO MAIN,-97.726326,30.228786,2413-2433 S Pleasant Valley Rd
AMERICANAIRLINE AA IOC #1,-97.066808,32.834255,13800 Airport Fwy
WHOLE FOODS MKT MCKINNEY STAT 2,-96.801795,32.795577,2510 McKinney Ave
HABITAT SUITES DUAL PORT,-97.709555,30.329139,500 E Highland Mall Blvd
ROSCOE PROPERTI CURRENT MAIN,-97.729473,30.231758,2057-2105 Willow Creek Dr
ROSCOE PROPERTI VOLUME MAIN,-97.715107,30.28544,1715 E 32nd St
CINEMARK W. PLANO,-96.828743,33.049524,3800 Dallas Pkwy
CINEMARK FRISCO 2,-96.837465,33.149128,610 Page St
ROSCOE PROPERTI TIMBERCREEK 1,-97.751759,30.256475,614 S 1st St
PIE PRESERVE MAIN GATEWAY 1,-97.846018,30.246834,5604 Southwest Pkwy
DALLAS REGIONAL CALLOWAY 1,-97.215753,32.827946,4300 City Point Dr
DALLAS REGIONAL WESTPARK 1,-96.767512,33.022719,3820 American Dr
DALLAS REGIONAL PLANO PEDIATRIC,-96.852845,33.032387,7000 W. Plano Pkwy
PARKING LEVEL 1 GATEWAY 1 MAIN,-97.724056,30.3987,11301 Domain Dr
DALLAS REGIONAL ONE FOREST 1,-96.77507,32.914399,12200 Park Central Dr
PRESIDIUM ELEVATION,-97.727254,30.233914,1911 Willow Creek Dr
PRESIDIUM VIOLET,-97.775626,30.191582,409 E William Cannon Dr
PRESIDIUM LAUREL,-97.777617,30.436594,8312 Fathom Cir
SAN MARCOS TANGEROUTLETS1,-97.987594,29.824221,4015 S Interstate 35
CITY OF GARLAND BLD INSPECTION,-96.641624,32.911876,S 9th St and West Ave A
CITY OF GARLAND CARVER STREET,-96.627873,32.906922,210 Carver Street
CITY OF GARLAND WALUNT STREET,-96.69043,32.916997,3925 W Walnut St
CITY OF GARLAND STATE STREET 1,-96.607594,32.910127,401 W State St
CITY OF GARLAND GARLAND IT,-96.609447,32.910309,1490 TX-66
CITY OF GARLAND FLEET SERVICES,-96.605851,32.906293,1725 Gasoline Alley
CITY OF GARLAND 5TH ST GARAGE 1,-96.637052,32.914996,341 N 5th St
CITY OF GARLAND FIRE ADMIN,-96.609555,32.910323,1500 TX-66
CITY OF GARLAND COMMERCE STREET,-96.605634,32.908395,1720 Commerce St
COD CITY HALL STATION 2,-96.795978,32.775937,1500 Marilla Street
CITY OF GARLAND FIRE ADMIN 2,-96.608304,32.910679,1565 TX-66
COA DOA - CONRAC1,-97.666322,30.204711,3819 Presidential Blvd
CITY OF GARLAND 498 N 4TH,-96.635276,32.913941,200-498 N 4th St
CITY OF GARLAND 499 N 4TH,-96.635449,32.913895,201-499 N 4th St
WEINSTEIN BEXLEY LAKELINE,-97.809632,30.473632,2801 S Lakeline Blvd
THE ALEXAN EV STATION 01,-96.813922,32.797239,3333 Harry Hines Blvd
TANGER OUTLETS STATION 1,-95.061396,29.425128,5885 Gulf Fwy
HPI 3700 EV 3,-97.806189,30.336765,3700 N Capital of Texas Hwy
WHOLE FOODS MKT WDL STAT 1,-95.47078,30.168836,1925 Hughes Landing Blvd
WHOLE FOODS MKT VOSS STAT 1,-95.500648,29.752358,1407 S Voss Rd
GALLERY DOMAIN GALLERY DOMAIN,-97.722102,30.396207,11100 Alterra Pkwy
INTER PLAZA IP 1 GARAGE,-96.823004,32.940835,5178 International Pkwy
MONOGRAM HANDICAP,-97.748993,30.270571,615 W 7th St
INTER PLAZA IP 2 GARAGE,-96.820839,32.941149,14160 Dallas Pkwy
RIVER HOUSE RIVER HOUSE,-98.481319,29.438838,123 Roy Smith St
U.S ARMY C.O.E STATION 1 PARK,-94.772038,29.32994,2000 Fort Point Rd
COSA AVIATION AIRPORT ST 11,-98.473061,29.526333,9559 Airport Boulevard
PIE AE PUB UTPICKLE2,-97.725084,30.389602,Rd A
WHITLEY MAIN PIE-M WHITLEY,-97.742194,30.265199,301 Brazos St
PIE-CAPRIDGE #1,-97.828161,30.304182,115 Wild Basin Rd
MUELLER MARKET MUELLER ST1,-97.699557,30.300963,"1801 E 51st St Austin, TX 78723"
P1 EV STATION,-97.743405,30.264572,110 East 2nd Street
HAS AIRPORT STAT 1,-95.278432,29.656462,Hobby Airport Loop
PARKING GARAGE ENCLAVE CHARGE,-95.625868,29.754705,13411 Briar Forest Dr
CPSE-SATX E HOUSTON ST 2,-98.489935,29.426392,240 East Houston Street
OPHTHALMOLOGY AUSTIN EYE STA1,-97.719788,30.296713,1009 E 40th St
P. BASIN BMW PERMIAN SA01,-102.15572,31.995602,5407 Andrews Hwy
ALDERSON BMW STATION SA01,-101.847589,33.578475,1112 19th St
CPSE-SATX RIDGEWOOD 1,-98.459286,29.619555,19031 Ridgewood Pkwy
CPSE-SATX ST MARYS 1,-98.49097,29.428558,400 N St Mary's St
CPSE-SATX THOUSAND OAKS,-98.401706,29.54505,4618 Thousand Oaks
CPSE-SATX E COMMERCE ST 1,-98.483369,29.42259,850 E Commerce St
FOUNTAIN PLACE FOUNTAINPLACEB1,-96.802211,32.784572,1455 Ross Ave
SAN ANTONIO NORTH-MAIN STA1,-98.493948,29.446228,1802 N Main Ave
CARDENAS BMW STATION SA01,-97.662235,26.19231,210 N Loop 499
CHEVY MAIN AUTONATION MAIN,-97.745947,30.409556,11400 Research Blvd
BMW ARLINGTON STATION 01,-97.09444,32.76548,1105 E Lamar Blvd
BMW FACILITIES LANCASTER 01,-96.801428,32.63704,2200 Danieldale Rd
WHOLE FOODS MKT HIGHLAND STA1,-97.084914,33.072956,4041 The Shops at Highland VillageWaller Cree
1500 ROYAL ELEMENT AUSTIN,-97.730373,30.240527,1500 Royal Crest Dr
SIENNA HOUSE SIENNA HOUSE,-97.818705,30.626555,404 Via De Sienna Blvd
WHOLE FOODS MKT OAK STAT 1,-95.461554,29.750007,1700 Post Oak Blvd
WHOLE FOODS MKT CHAMPIONS STAT1,-95.56202,29.998481,10133 Louetta Rd
WHOLE FOODS MKT OAK STAT 2,-95.461571,29.750017,1700-1752 Post Oak Blvd
BSC BSC,-96.595342,32.803976,2858 N Belt Line Rd
BMW OF TYLER STATION 1,-95.330794,32.304379,3903 Timms St
STATION 0 GRANDPRAIRIE_1,-96.95583,32.739025,Armed Forces Dr
SLEEP INN SLEEP INN 1,-97.661712,30.329889,8410 E Hwy 290
4110 FAIRMOUNT EV STATION 01,-96.816364,32.807955,4110 Fairmount St
WALLERCREEKSIDE CREEKSIDE1,-97.724395,30.315229,102-104 E 50th St
SWARISC #1 STAION1,-99.901355,31.967515,Cherri St
FASTPARK IAH 1,-95.29288,29.98382,6655 Will Clayton Pkwy
BVI STATION BVI STATION,-96.325963,30.663872,3100 Briancrest Dr
G1P2 EV G2P2 EV,-96.816424,32.804439,3953 Maple Ave
BMW WOODLANDS STATION 01,-95.45639,30.198774,17830 Interstate 45 S
VISTA PARK LONE STAR 1,-96.883383,33.133952,6515 Lone Star Ranch Pkwy
LIGHT FARMS LFC 1,-96.800231,33.274602,1234 Homestead Court
BMW EL PASO STATION 01,-106.406815,31.787507,6318 Montana Ave
BMW OF DALLAS STATION 01,-96.82848,32.834405,6200 Lemon Ave
BMW CLEARLAKE STATION 01,-95.109743,29.498013,Wesley St
CLASSIC BMW- TX STATION 05,-96.822066,33.066245,6800 Dallas Pkwy
MOMENTUM BMW STATION 01,-95.65914,29.78396,15865 Katy Fwy
BERT OGDEN BMW STATION 01,-98.225363,26.232928,3201 N 10th St
BMW N HOUSTON STATION 02,-95.427378,30.02416,17730 North Fwy
RENAISSANCE TWR 1201 ELM REN.T,-96.801969,32.781982,1201 Pacific Ave
PAVILLION NORTH 01,-96.771112,32.979216,7517 Campbell Rd
FIRST COLONY 24 SUGARLAND 01,-95.62662,29.587485,3301 Town Center Blvd
WHOLE FOODS MKT VINEYARD #1,-98.510779,29.613426,18403 Blanco Rd
NISSAN-TOWN NOR QUICK CHARGER 1,-97.732155,30.374418,9160 Research Blvd
WHOLE FOODS MKT DOMAIN STAT 1,-97.720733,30.405997,11920 Domain Dr
WHOLE FOODS MKT DOMAIN STAT 2,-97.720683,30.406015,Domain Dr
KERRVILLE PUB KERRVILLE GAR,-99.141855,30.047627,201 Clay St
ACC ACC-EGN1,-97.407114,30.354592,1501 W. US HWY 290
ARBORETUM N CAPITAL TX 1,-97.74825,30.390246,9442 N Capital of Texas Hwy
TIG REAL ESTATE PIE-STATION 1,-97.779681,30.265768,Frontage Rd
ACC ACC-EGN2,-97.406776,30.353722,1501 W. US HWY 290 78621
WHOLE FOODS MKT ADDISON ST1,-96.820685,32.953364,5100 Belt Line Rd
WHOLE FOODS MKT W CANNON STAT 1,-97.841414,30.220106,4301 W William Cannon Dr
CARCHARGING WALGREENS#11566,-97.5634,30.540846,119 Ed Schmidt Blvd
CARCHARGING WALGREENS#10961,-97.685829,30.558512,2811 Oakmont Dr
CARCHARGING WALGREENS#11568,-97.602196,30.454927,1821 Farm to Market 685
PIE AE PUBCHASEESCAL1,-97.817073,30.27632,4301 Westbank Dr
PIE AE 2201 E 6TH ST,-97.718567,30.259958,2201 E 6th St
PIE AE PUB CAMP MABRY2,-97.758467,30.312548,Camp Mabry 1 Mile Track
PIE AE PUBLOSTPARROTS1,-97.933861,30.382643,15116 Storm Dr
CITYRICHARDSON CITY HALL STAT1,-96.698547,32.948074,300 N Plano Rd
WHOLE FOODS MKT WFM FAIRVIEW,-96.657006,33.130987,105 E Stacy Rd
ATRIUM GARAGE ATRIUM GARAGE,-122.193235,47.611456,110 110th Ave NE
OBC ONE BELLEVUE,-122.196757,47.614177,411 108th Ave NE
BELLEFIELD MADRONA 1,-122.187281,47.599757,1300 114th Ave SE
STATION STATION 2,-122.339392,47.614188,2010 5th Ave
SWD STATION  1 NORTH CITY #1,-122.312344,47.756896,1519 NE 177th St
SAFEWAY STORE 3006 01,-122.020025,47.540359,1355 Highlands Dr NE
202 WESTLAKE P1 STATION 01,-122.338026,47.61997,200 Westlake Ave N
UPTOWN UPTOWN #2,-122.576906,47.301532,4709 Point Fosdick Dr NW
TACOMA PARKS ZOO CHARGER #1,-122.520943,47.30389,Five Mile Dr
KING COUNTY DOT GOAT HILL #5,-122.327568,47.603241,"415 Sixth Ave, Seattle"
KING COUNTY DOT GOAT HILL #4,-122.327339,47.602955,415 6th Ave S
CARCHARGING HARBR STEPS ERM,-122.338745,47.605984,1200 Western Ave
HARBOR PLAZA HARBOR PLAZA 1,-122.579542,47.3019,4928 Point Fosdick Dr NW
THE NOBLE THE NOBLE #1,-122.342581,47.659535,4301 Stone Way N (Garage gate closes from 7PM
ISSAQUAH CITY HALL NW #1,-122.05793,47.550037,1775 12th Ave NW
